"duration","response_date","responseid","consent_1","consent_2","consent_3","failed_vpn_1","failed_vpn_2","failed_vpn_3","tutorial_slider_ck","tutorial_age_ck","tutorial_occ_ck","tutorial_resource_ck","attention_ck_midsurvey","importance_age","importance_race","importance_nchildren","importance_political","importance_criminal","importance_health","importance_occupation","importance_upbrinding","decision_style","decision_style_text","demog_age","demog_race","demog_race_text","demog_education","demog_work","demog_work_text","demog_political","demog_strong_dem","demog_strong_rep","demog_party_closeness","demog_liberal_conserv","demog_strong_lib","demog_strong_cons","demog_closer_lib","feedback","embeddedCode"
572,"2020-11-23 18:11:05","R_2dSXXTPWjGJKCGf","Yes","Yes","Yes",NA,NA,NA,65,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Moderately Important","Not at all important","Slightly important","Moderately Important","Moderately Important","Moderately Important","I compared the two persons attribute by attribute","",34,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I am unemployed","","Independent","","","Closer to the Democratic Party","Liberal","Not very strong liberal","","","",48.9091101276942
412,"2020-11-23 19:11:33","R_Tve6SGAdliBGhb3","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Slightly important","Not at all important","Low importance","Extremely Important","Low importance","Not at all important","I used both (1) and (2)","",31,"Latino or Hispanic","","4-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",43.7673887214082
634,"2020-11-23 19:17:56","R_3paTNwlmbZojkxr","Yes","Yes","Yes",NA,NA,NA,75,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Not at all important","Low importance","Low importance","Very Important","Extremely Important","Neutral","Low importance","I used both (1) and (2)","",22,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I am a part time student,I work full time","","Independent","","","Neither","Moderate","","","Neither","Thanks for this great survey.",52.3221125740842
218,"2020-11-23 19:25:41","R_1jliEQd3lZ7aKBw","Yes","Yes","Yes",NA,NA,NA,51,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Low importance","Not at all important","Not at all important","Not at all important","Neutral","Neutral","Extremely Important","Neutral","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",38,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Neither","Moderate","","","Neither","",54.2903259886173
965,"2020-11-23 19:29:25","R_SW40nWqLy3G4mVH","Yes","Yes","Yes",NA,NA,NA,24,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin,Location","Extremely Important","Not at all important","Extremely Important","Not at all important","Moderately Important","Extremely Important","Extremely Important","Not at all important","I compared the two persons attribute by attribute","",53,"Caucasian/White (non-Hispanic)","","2-year college degree","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",27.2393655693716
1297,"2020-11-23 19:58:37","R_AtFXran0V6nvYY1","Yes","Yes","Yes",NA,NA,NA,87,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Low importance","Not at all important","Moderately Important","Not at all important","Very Important","Moderately Important","Low importance","Not at all important","I compared the two persons attribute by attribute","",50,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work full time","","Republican","","Not strong","","Moderate","","","Neither","Thanks",30.2800793189742
436,"2020-11-23 20:46:18","R_2VPAmfFtlPAGsm2","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Criminal History","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","I followed a different strategy (please explain below):","None of the metrics mattered because you're asking me to evict someone for """"office space"""" which is the dumbest thing I've ever heard.  I wouldn't evict anyone and there's no way you're making me choose for a terrible reason like that.  In addition, even if were to look at the data, none of it actually matters.  You're asking me to make preference to kick someone out of their home for no tangible reason that matters.  Are they noisy? are they drug addicts? are they causing a disturbance regularly?  These kinds of things matter here, not any of the information provided.",34,"Latino or Hispanic","","2-year college degree","I work full time","","Independent","","","Neither","None of the above","","","Neither","I already gave my feedback technically in one of the previous questions but again, this was a very stupid metric to make choices on """"we need office space, kick out the homeless"""".  Next time choose a better story.  In addition, the metrics are unimportant to people you've given homes to.  Unless they're destroying the home, causing disturbances, doing illegal activies, etc, there's no reason to kick someone out.  Office space is not """"much needed"""" that you can kick someone out for no reason.",56.596251813368
579,"2020-11-23 21:18:06","R_2pLexEQukHweHD2","Yes","Yes","Yes",NA,NA,NA,65,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Moderately Important","Low importance","Moderately Important","Low importance","Very Important","Not at all important","Slightly important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",28,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",35.9152040916763
313,"2020-11-23 21:27:55","R_3HFzoadUYngFjG0","Yes","Yes","Yes",NA,NA,NA,82,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Low importance","Low importance","Slightly important","Low importance","Very Important","Slightly important","Low importance","Slightly important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",38,"Asian/Pacific Islanders","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Other Party","","","Neither","Moderate","","","Neither","",49.6586674471988
2149,"2020-11-23 22:21:46","R_3jTfCsFT9lpP7O0","Yes","Yes","Yes",NA,NA,NA,74,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Neutral","Moderately Important","Not at all important","Low importance","Moderately Important","Low importance","Not at all important","I compared the two persons attribute by attribute","",31,"Asian/Pacific Islanders","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Independent","","","Closer to the Democratic Party","Liberal","Strong liberal","","","That was a very interesting survey. I found myself struggling at times to pick between two in an experiment, can't imagine someone in a real life scenario. Thanks!",47.9062530298033
2490,"2020-11-23 22:49:15","R_11WN4pIt6axe7yA","Yes","Yes","Yes",NA,NA,NA,79,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Low importance","Not at all important","Extremely Important","Not at all important","Low importance","Moderately Important","Neutral","Moderately Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",46,"Caucasian/White (non-Hispanic)","","2-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","Thank you for letting me participate.",18.3496142470626
840,"2020-11-24 05:42:28","R_2v0uawf9v1OD4WI","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Very Important","Not at all important","Not at all important","Not at all important","Extremely Important","Moderately Important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",63,"Caucasian/White (non-Hispanic)","","High school graduate","I work part time","","Independent","","","Closer to the Republican Party","Conservative","","Strong conservative","","thank you",34.0892495329234
1867,"2020-11-24 06:46:40","R_3EvbRiOvurFOIj3","Yes","Yes","Yes",NA,NA,NA,74,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Moderately Important","Moderately Important","Not at all important","Extremely Important","Moderately Important","Moderately Important","Moderately Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",25,"Asian/Pacific Islanders","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Independent","","","Neither","Moderate","","","Neither","",37.9721362243807
532,"2020-11-24 06:46:43","R_2cod5VKRH5YJaRw","Yes","Yes","Yes",NA,NA,NA,80,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Not at all important","Not at all important","Very Important","Not at all important","Very Important","Moderately Important","Moderately Important","Not at all important","I compared the two persons attribute by attribute","",74,"Caucasian/White (non-Hispanic)","","2-year college degree","I am retired","","","","","","Moderate","","","Neither","",48.8073900928272
375,"2020-11-24 07:52:42","R_3e9LX4SrjJxIFqF","Yes","Yes","Yes",NA,NA,NA,50,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Not at all important","Not at all important","Low importance","Not at all important","Moderately Important","Moderately Important","Slightly important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",46,"Caucasian/White (non-Hispanic)","","4-year college degree","I am a full time student","","Republican","","Not strong","","Conservative","","Strong conservative","","",43.326756700251
327,"2020-11-24 08:00:06","R_3Pttk1drOuPPhgX","Yes","Yes","Yes",NA,NA,NA,60,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Not at all important","Slightly important","Not at all important","Not at all important","Not at all important","Not at all important","I used both (1) and (2)","",26,"Caucasian/White (non-Hispanic)","","High school graduate","I am a full time student","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",43.181846017526
299,"2020-11-24 08:30:32","R_3lzdPvW5ItaHltN","Yes","Yes","Yes",NA,NA,NA,41,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Slightly important","Slightly important","Not at all important","Moderately Important","Moderately Important","Neutral","Slightly important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",36,"Caucasian/White (non-Hispanic)","","4-year college degree","I work part time","","Democrat","Strong","","","Liberal","Strong liberal","","","",25.5188995987454
