Upbringing,Age,Criminal History,Occupation,Children,Health Issues,Race,Political Affiliation,answer,slider,responseid,question_index,condition_service_question,condition_slider
Grew up middle class,40,None,Instacart shopper,No kids,Physically disabled,Asian,None specified,1,,R_2aLbmV6Ap5H6wwW,10,1,1
Grew up poor,40,Prior history of non-violent crime,firefighter,Two kids,Diabetic,Asian,Democrat,1,,R_9zuAclN8J9iDEs1,10,1,1
Grew up middle class,20,None,firefighter,No kids,Mental health issues,Hispanic,Democrat,0,,R_9zuAclN8J9iDEs1,10,1,1
Grew up middle class,70,Prior history of violent crime,artist,No kids,Physically disabled,Black,Republican,0,,R_3soDzxWWONAXsxq,10,1,1
Grew up poor,20,Prior history of non-violent crime,unemployed,No kids,Generally Healthy,White,Democrat,1,,R_3soDzxWWONAXsxq,10,1,1
Grew up upper class,40,Prior history of violent crime,artist,Two kids,Diabetic,Asian,None specified,0,,R_1N3b5GyNTLI8sn2,10,13,1
Grew up poor,40,None,banker,No kids,Generally Healthy,Black,Republican,1,,R_1N3b5GyNTLI8sn2,10,13,1
Grew up upper class,40,Prior history of non-violent crime,Instacart shopper,No kids,Generally Healthy,Black,Republican,0,,R_d9V0S0n3h4q1IJ3,10,13,1
Grew up middle class,70,Prior history of violent crime,janitor,No kids,Physically disabled,White,None specified,1,,R_d9V0S0n3h4q1IJ3,10,13,1
Grew up upper class,20,Prior history of violent crime,firefighter,No kids,Mental health issues,Hispanic,Republican,0,,R_D17fh9Hun3Z5XTH,10,9,1
Grew up middle class,70,None,doctor,Two kids,Diabetic,Hispanic,Democrat,1,,R_D17fh9Hun3Z5XTH,10,9,1
Grew up middle class,70,Prior history of violent crime,doctor,Two kids,Mental health issues,Black,Democrat,0,,R_2CfbZen4DbGZoT2,10,9,1
Grew up middle class,40,Prior history of non-violent crime,firefighter,No kids,Diabetic,Black,Democrat,1,,R_2CfbZen4DbGZoT2,10,9,1
Grew up poor,20,None,Instacart shopper,No kids,Generally Healthy,Hispanic,Democrat,0,,R_1f9LaHQDbiQZ5zE,10,9,1
Grew up middle class,20,Prior history of non-violent crime,firefighter,Two kids,Diabetic,White,Republican,1,,R_1f9LaHQDbiQZ5zE,10,9,1
Grew up middle class,70,Prior history of violent crime,nurse,No kids,Diabetic,Hispanic,Democrat,1,,R_324mUhIhHLnqI7M,10,9,1
Grew up upper class,20,None,firefighter,Two kids,Generally Healthy,White,Democrat,0,,R_324mUhIhHLnqI7M,10,9,1
Grew up poor,20,Prior history of non-violent crime,Instacart shopper,Two kids,Physically disabled,Hispanic,Democrat,1,,R_1qaO92c9sENxSHH,10,9,1
Grew up upper class,40,Prior history of non-violent crime,scientist,No kids,Generally Healthy,White,Democrat,0,,R_1qaO92c9sENxSHH,10,9,1
Grew up middle class,20,Prior history of non-violent crime,Instacart shopper,Two kids,Physically disabled,Asian,Republican,1,,R_1ocqoXbK95aDsy7,10,9,1
Grew up upper class,40,None,nurse,Two kids,Diabetic,White,Republican,0,,R_1ocqoXbK95aDsy7,10,9,1
Grew up middle class,20,Prior history of violent crime,firefighter,No kids,Generally Healthy,Hispanic,None specified,1,,R_2WTI9693Rqn3zos,10,13,1
Grew up upper class,70,None,banker,Two kids,Physically disabled,Hispanic,Republican,0,,R_2WTI9693Rqn3zos,10,13,1
Grew up poor,70,Prior history of violent crime,banker,Two kids,Mental health issues,White,Democrat,1,,R_3qvudHdu3UKZFvv,10,9,1
Grew up upper class,40,Prior history of non-violent crime,banker,No kids,Mental health issues,Hispanic,Democrat,0,,R_3qvudHdu3UKZFvv,10,9,1
Grew up poor,40,Prior history of non-violent crime,doctor,Two kids,Mental health issues,Hispanic,None specified,1,,R_3PH0dXeHSOpNoB8,10,1,1
Grew up poor,20,Prior history of violent crime,nurse,No kids,Physically disabled,Asian,Republican,0,,R_3PH0dXeHSOpNoB8,10,1,1
Grew up upper class,40,None,janitor,Two kids,Diabetic,Hispanic,Democrat,1,,R_22ncL84IB4dulq8,10,9,1
Grew up upper class,70,Prior history of violent crime,scientist,Two kids,Physically disabled,Black,Democrat,0,,R_22ncL84IB4dulq8,10,9,1
Grew up poor,20,None,nurse,No kids,Diabetic,White,Democrat,0,,R_yIoBSgWkypP6kbn,10,13,1
Grew up middle class,40,Prior history of violent crime,doctor,Two kids,Generally Healthy,Hispanic,Republican,1,,R_yIoBSgWkypP6kbn,10,13,1
Grew up upper class,70,None,scientist,No kids,Physically disabled,Hispanic,Republican,1,,R_3COriKiBwZrtAli,10,9,1
Grew up poor,20,None,artist,Two kids,Generally Healthy,Hispanic,Republican,0,,R_3COriKiBwZrtAli,10,9,1
Grew up poor,70,Prior history of violent crime,scientist,No kids,Mental health issues,White,Democrat,0,,R_1JD6IfjZwGpIUlb,10,9,1
Grew up middle class,20,None,Instacart shopper,No kids,Physically disabled,Black,Republican,1,,R_1JD6IfjZwGpIUlb,10,9,1
Grew up middle class,20,None,unemployed,Two kids,Physically disabled,Black,Democrat,1,,R_3rYVz2xiP7Tkznm,10,9,1
Grew up upper class,70,None,firefighter,Two kids,Mental health issues,White,Republican,0,,R_3rYVz2xiP7Tkznm,10,9,1
Grew up upper class,70,None,doctor,No kids,Physically disabled,Hispanic,None specified,0,,R_1LqBpvYjiCHyCsw,10,13,1
Grew up upper class,40,Prior history of violent crime,janitor,No kids,Physically disabled,Asian,Republican,1,,R_1LqBpvYjiCHyCsw,10,13,1
Grew up middle class,40,Prior history of violent crime,artist,No kids,Generally Healthy,Black,Democrat,1,,R_3PsGH1OJMpxdyJ3,10,9,1
Grew up middle class,40,Prior history of non-violent crime,janitor,No kids,Generally Healthy,White,Republican,0,,R_3PsGH1OJMpxdyJ3,10,9,1
Grew up poor,20,None,unemployed,Two kids,Diabetic,Hispanic,None specified,1,,R_3envCvYVJNPmQHM,10,5,1
Grew up middle class,20,Prior history of non-violent crime,doctor,Two kids,Physically disabled,Black,Democrat,0,,R_3envCvYVJNPmQHM,10,5,1
Grew up upper class,70,Prior history of violent crime,firefighter,No kids,Generally Healthy,Asian,None specified,0,,R_231pKXLe4ouXggn,10,9,1
Grew up poor,70,Prior history of violent crime,unemployed,No kids,Physically disabled,Black,Democrat,1,,R_231pKXLe4ouXggn,10,9,1
Grew up middle class,70,Prior history of non-violent crime,janitor,Two kids,Generally Healthy,White,None specified,1,,R_eMcSrcsmwmjOFVv,10,5,1
Grew up upper class,20,Prior history of violent crime,doctor,Two kids,Generally Healthy,White,Republican,0,,R_eMcSrcsmwmjOFVv,10,5,1
Grew up middle class,70,None,Instacart shopper,No kids,Physically disabled,White,Democrat,1,,R_1dyPgr1NAjdK1Ac,10,13,1
Grew up middle class,70,Prior history of non-violent crime,janitor,No kids,Physically disabled,White,Democrat,0,,R_1dyPgr1NAjdK1Ac,10,13,1
Grew up poor,20,Prior history of non-violent crime,unemployed,No kids,Mental health issues,White,Democrat,0,,R_3hcChhGuSyg2rUI,10,1,1
Grew up upper class,70,Prior history of violent crime,scientist,Two kids,Diabetic,Black,Democrat,1,,R_3hcChhGuSyg2rUI,10,1,1
Grew up poor,70,None,banker,No kids,Mental health issues,Asian,Republican,1,,R_PHZtCMxI9uQvxlf,10,9,1
Grew up middle class,20,Prior history of violent crime,artist,Two kids,Physically disabled,White,Democrat,0,,R_PHZtCMxI9uQvxlf,10,9,1
Grew up upper class,70,Prior history of violent crime,unemployed,Two kids,Mental health issues,White,None specified,1,,R_2v184aTD4mZb6Yl,10,13,1
Grew up upper class,20,Prior history of non-violent crime,nurse,Two kids,Mental health issues,White,None specified,0,,R_2v184aTD4mZb6Yl,10,13,1
Grew up poor,20,Prior history of non-violent crime,firefighter,Two kids,Diabetic,Hispanic,Republican,1,,R_d6I7RKXciPMeyKl,10,9,1
Grew up middle class,70,None,doctor,Two kids,Physically disabled,White,Democrat,0,,R_d6I7RKXciPMeyKl,10,9,1
Grew up upper class,20,None,doctor,Two kids,Generally Healthy,Hispanic,None specified,1,,R_3G3Tm1rvWr2lidk,10,9,1
Grew up poor,20,Prior history of violent crime,nurse,Two kids,Diabetic,Asian,Democrat,0,,R_3G3Tm1rvWr2lidk,10,9,1
Grew up upper class,20,Prior history of violent crime,nurse,No kids,Diabetic,White,Republican,1,,R_3kHv2HekLj8iH0i,10,5,1
Grew up upper class,70,None,scientist,No kids,Generally Healthy,Asian,Republican,0,,R_3kHv2HekLj8iH0i,10,5,1
Grew up poor,70,Prior history of non-violent crime,unemployed,Two kids,Generally Healthy,Black,Republican,1,,R_w6vw1ScBAQGabNn,10,9,1
Grew up upper class,40,None,nurse,Two kids,Diabetic,Hispanic,Democrat,0,,R_w6vw1ScBAQGabNn,10,9,1
Grew up upper class,70,None,banker,Two kids,Mental health issues,White,None specified,1,,R_1g10DaWvx2d1UNF,10,9,1
Grew up upper class,20,Prior history of violent crime,banker,Two kids,Generally Healthy,Black,None specified,0,,R_1g10DaWvx2d1UNF,10,9,1
Grew up poor,70,Prior history of violent crime,unemployed,Two kids,Diabetic,Hispanic,None specified,0,,R_bkMbFfprZ6DlcyZ,10,13,1
Grew up poor,20,Prior history of violent crime,nurse,No kids,Physically disabled,Black,Democrat,1,,R_bkMbFfprZ6DlcyZ,10,13,1
Grew up middle class,20,Prior history of non-violent crime,doctor,No kids,Mental health issues,Black,Democrat,1,,R_2BwCckrMAn5DWTf,10,5,1
Grew up middle class,40,Prior history of non-violent crime,banker,Two kids,Diabetic,White,Democrat,0,,R_2BwCckrMAn5DWTf,10,5,1
Grew up upper class,20,Prior history of violent crime,doctor,No kids,Diabetic,Black,Republican,1,,R_We9S6eaoWpo0Ynf,10,1,1
Grew up poor,20,None,janitor,Two kids,Physically disabled,Hispanic,None specified,0,,R_We9S6eaoWpo0Ynf,10,1,1
Grew up upper class,20,Prior history of violent crime,janitor,Two kids,Mental health issues,Black,Republican,0,,R_cRYsl5MNOo0VVCx,10,1,1
Grew up poor,70,Prior history of violent crime,unemployed,No kids,Mental health issues,Asian,None specified,1,,R_cRYsl5MNOo0VVCx,10,1,1
Grew up poor,40,None,scientist,No kids,Mental health issues,Asian,Democrat,0,,R_2TXjI95D7JdvPRS,10,9,1
Grew up poor,40,Prior history of violent crime,doctor,Two kids,Mental health issues,Asian,Democrat,1,,R_2TXjI95D7JdvPRS,10,9,1
Grew up middle class,20,Prior history of non-violent crime,Instacart shopper,Two kids,Diabetic,Black,Republican,0,,R_b7RM3RlTCcsG3qF,10,5,1
Grew up upper class,20,None,janitor,No kids,Physically disabled,Asian,Republican,1,,R_b7RM3RlTCcsG3qF,10,5,1
Grew up poor,70,Prior history of non-violent crime,unemployed,Two kids,Generally Healthy,White,Republican,0,,R_1gIuBKx4AGipuhd,10,1,1
Grew up middle class,40,Prior history of violent crime,unemployed,No kids,Generally Healthy,Asian,None specified,1,,R_1gIuBKx4AGipuhd,10,1,1
Grew up upper class,70,None,scientist,Two kids,Generally Healthy,Hispanic,Democrat,0,,R_1C2pTIesUD4BtGB,10,9,1
Grew up poor,40,Prior history of non-violent crime,scientist,Two kids,Generally Healthy,Hispanic,None specified,1,,R_1C2pTIesUD4BtGB,10,9,1
Grew up upper class,20,Prior history of violent crime,artist,Two kids,Diabetic,White,Democrat,1,,R_3MEUidbkPVfwbEC,10,5,1
Grew up upper class,20,None,scientist,Two kids,Mental health issues,White,None specified,0,,R_3MEUidbkPVfwbEC,10,5,1
Grew up poor,70,None,nurse,No kids,Generally Healthy,Hispanic,Democrat,1,,R_1eW7NpuMETSBu3F,10,13,1
Grew up upper class,40,Prior history of violent crime,Instacart shopper,Two kids,Diabetic,Hispanic,Republican,0,,R_1eW7NpuMETSBu3F,10,13,1
Grew up poor,70,Prior history of violent crime,Instacart shopper,No kids,Mental health issues,Asian,Republican,0,,R_1MTmqseTmHlRBJP,10,1,1
Grew up upper class,40,Prior history of violent crime,janitor,Two kids,Mental health issues,White,Democrat,1,,R_1MTmqseTmHlRBJP,10,1,1
Grew up upper class,40,Prior history of violent crime,scientist,No kids,Generally Healthy,Asian,Democrat,0,,R_2dgNSq4qhowkH4k,10,13,1
Grew up upper class,40,Prior history of non-violent crime,janitor,Two kids,Mental health issues,White,Republican,1,,R_2dgNSq4qhowkH4k,10,13,1
Grew up middle class,40,None,Instacart shopper,No kids,Diabetic,Black,Republican,0,,R_30oELzKKW0ZrbFW,10,13,1
Grew up poor,20,Prior history of violent crime,banker,Two kids,Generally Healthy,White,None specified,1,,R_30oELzKKW0ZrbFW,10,13,1
Grew up middle class,40,Prior history of violent crime,firefighter,Two kids,Physically disabled,Asian,Republican,1,,R_20MVsjc3L2DQD4K,10,5,1
Grew up upper class,40,None,unemployed,Two kids,Generally Healthy,Hispanic,None specified,0,,R_20MVsjc3L2DQD4K,10,5,1
Grew up upper class,70,None,nurse,No kids,Generally Healthy,Asian,Democrat,0,,R_1jCwyplYfBKSVqy,10,13,1
Grew up middle class,20,None,firefighter,Two kids,Generally Healthy,White,Democrat,1,,R_1jCwyplYfBKSVqy,10,13,1
Grew up upper class,40,Prior history of violent crime,nurse,No kids,Generally Healthy,White,Democrat,0,,R_1DXYQO0944ncBtG,10,9,1
Grew up middle class,20,Prior history of non-violent crime,artist,No kids,Physically disabled,Hispanic,Republican,1,,R_1DXYQO0944ncBtG,10,9,1
Grew up poor,70,None,scientist,Two kids,Diabetic,Hispanic,None specified,1,,R_3sAojtvxIIT1aFZ,10,1,1
Grew up upper class,40,None,doctor,Two kids,Mental health issues,Asian,Republican,0,,R_3sAojtvxIIT1aFZ,10,1,1
Grew up upper class,20,Prior history of non-violent crime,artist,No kids,Generally Healthy,Black,Democrat,0,,R_1dHbrf4aeev8POh,10,9,1
Grew up upper class,70,None,firefighter,No kids,Diabetic,Black,Democrat,1,,R_1dHbrf4aeev8POh,10,9,1
Grew up poor,70,Prior history of violent crime,Instacart shopper,No kids,Physically disabled,White,Republican,0,,R_3JenUxASsvGULYc,10,1,1
Grew up middle class,70,Prior history of violent crime,Instacart shopper,No kids,Generally Healthy,Hispanic,Republican,1,,R_3JenUxASsvGULYc,10,1,1
Grew up middle class,70,Prior history of non-violent crime,janitor,No kids,Generally Healthy,Black,None specified,0,,R_1IdhDMB9vsYoKqV,10,9,1
Grew up middle class,20,Prior history of non-violent crime,Instacart shopper,No kids,Diabetic,Hispanic,Republican,1,,R_1IdhDMB9vsYoKqV,10,9,1
Grew up poor,70,Prior history of non-violent crime,unemployed,No kids,Generally Healthy,White,Democrat,1,,R_1mC2KE4ELTgRMxw,10,9,1
Grew up middle class,40,None,nurse,Two kids,Physically disabled,Asian,None specified,0,,R_1mC2KE4ELTgRMxw,10,9,1
Grew up upper class,20,None,nurse,Two kids,Generally Healthy,Asian,Democrat,0,,R_2DOipey3q9psL9N,10,1,1
Grew up middle class,40,None,firefighter,Two kids,Diabetic,Hispanic,Democrat,1,,R_2DOipey3q9psL9N,10,1,1
Grew up middle class,40,None,firefighter,Two kids,Generally Healthy,Black,None specified,0,,R_1Do7kfJbqtuesJ9,10,13,1
Grew up middle class,70,None,scientist,Two kids,Generally Healthy,Hispanic,Republican,1,,R_1Do7kfJbqtuesJ9,10,13,1
Grew up middle class,40,Prior history of violent crime,nurse,No kids,Physically disabled,White,Republican,0,,R_AjnMdBpuGrrmsZr,10,5,1
Grew up poor,70,None,firefighter,Two kids,Mental health issues,Black,Democrat,1,,R_AjnMdBpuGrrmsZr,10,5,1
Grew up upper class,40,Prior history of violent crime,banker,No kids,Physically disabled,Asian,None specified,1,,R_2feRue7jGo55iAE,10,1,1
Grew up poor,70,Prior history of violent crime,banker,No kids,Diabetic,Asian,Democrat,0,,R_2feRue7jGo55iAE,10,1,1
Grew up upper class,70,Prior history of violent crime,artist,Two kids,Mental health issues,Hispanic,Republican,0,,R_2s1FbSmGI1j0nh0,10,13,1
Grew up upper class,20,Prior history of violent crime,Instacart shopper,No kids,Mental health issues,Hispanic,Republican,1,,R_2s1FbSmGI1j0nh0,10,13,1
Grew up upper class,70,Prior history of violent crime,Instacart shopper,Two kids,Mental health issues,White,None specified,0,,R_25TmTCPGiD2Gmxm,10,13,1
Grew up poor,70,Prior history of non-violent crime,banker,Two kids,Diabetic,Asian,Republican,1,,R_25TmTCPGiD2Gmxm,10,13,1
Grew up poor,70,None,firefighter,No kids,Diabetic,White,None specified,1,,R_1IMYZU7Hn4J82b3,10,5,1
Grew up upper class,40,Prior history of non-violent crime,unemployed,No kids,Mental health issues,Hispanic,None specified,0,,R_1IMYZU7Hn4J82b3,10,5,1
Grew up poor,70,Prior history of non-violent crime,Instacart shopper,No kids,Diabetic,Asian,None specified,0,,R_2CIcE2KKl73t9TG,10,9,1
Grew up middle class,70,None,nurse,Two kids,Physically disabled,Asian,None specified,1,,R_2CIcE2KKl73t9TG,10,9,1
Grew up poor,20,None,janitor,No kids,Generally Healthy,Hispanic,None specified,1,,R_24CVV6DSkY4T1CN,10,13,1
Grew up upper class,20,Prior history of non-violent crime,nurse,No kids,Generally Healthy,Hispanic,Democrat,0,,R_24CVV6DSkY4T1CN,10,13,1
Grew up middle class,40,Prior history of non-violent crime,janitor,Two kids,Diabetic,Black,None specified,1,,R_3P5o3FAqV2VVahW,10,9,1
Grew up middle class,40,None,artist,No kids,Generally Healthy,White,Republican,0,,R_3P5o3FAqV2VVahW,10,9,1
Grew up poor,20,Prior history of non-violent crime,doctor,Two kids,Mental health issues,Black,None specified,0,,R_3fxAUwtbmVgXWHn,10,5,1
Grew up poor,20,None,scientist,No kids,Mental health issues,White,None specified,1,,R_3fxAUwtbmVgXWHn,10,5,1
Grew up poor,20,Prior history of violent crime,firefighter,No kids,Diabetic,Asian,Democrat,0,,R_2fjq0Vr26SbHljF,10,1,1
Grew up poor,20,Prior history of non-violent crime,janitor,Two kids,Mental health issues,Hispanic,Democrat,1,,R_2fjq0Vr26SbHljF,10,1,1
Grew up upper class,20,None,Instacart shopper,No kids,Diabetic,Asian,Democrat,1,,R_2ByezUDCoaiFzde,10,1,1
Grew up middle class,20,Prior history of non-violent crime,nurse,No kids,Mental health issues,Black,Democrat,0,,R_2ByezUDCoaiFzde,10,1,1
Grew up middle class,40,None,scientist,No kids,Diabetic,Asian,None specified,1,5,R_1C2TuTkWskwbdnM,10,8,2
Grew up middle class,20,Prior history of violent crime,firefighter,No kids,Diabetic,Black,Democrat,0,5,R_1C2TuTkWskwbdnM,10,8,2
Grew up middle class,40,None,unemployed,No kids,Mental health issues,White,None specified,1,5,R_2rONpmlES1NtiEP,10,13,2
Grew up upper class,40,None,artist,Two kids,Mental health issues,Black,Democrat,0,5,R_2rONpmlES1NtiEP,10,13,2
Grew up middle class,70,Prior history of non-violent crime,janitor,Two kids,Mental health issues,White,None specified,1,5,R_2y7omTdvniP2UBf,10,4,2
Grew up middle class,20,Prior history of non-violent crime,scientist,Two kids,Generally Healthy,White,Democrat,0,5,R_2y7omTdvniP2UBf,10,4,2
Grew up upper class,70,None,firefighter,Two kids,Mental health issues,White,None specified,1,2,R_Bx4ozrMtYWAya3v,10,9,2
Grew up poor,40,None,nurse,Two kids,Generally Healthy,Asian,Republican,0,2,R_Bx4ozrMtYWAya3v,10,9,2
Grew up middle class,20,Prior history of non-violent crime,firefighter,No kids,Mental health issues,White,None specified,0,7,R_1jDp3SnaLLnvMzp,10,5,2
Grew up poor,40,Prior history of violent crime,unemployed,No kids,Mental health issues,White,Republican,1,7,R_1jDp3SnaLLnvMzp,10,5,2
Grew up poor,70,Prior history of non-violent crime,banker,No kids,Physically disabled,White,Republican,0,1,R_2BlbLd0dMllElA1,10,16,2
Grew up poor,40,Prior history of non-violent crime,firefighter,No kids,Physically disabled,Hispanic,None specified,1,1,R_2BlbLd0dMllElA1,10,16,2
Grew up upper class,70,Prior history of non-violent crime,firefighter,Two kids,Mental health issues,White,Republican,0,5,R_3014fF6ipE6TGBJ,10,12,2
Grew up upper class,20,Prior history of non-violent crime,banker,Two kids,Generally Healthy,Hispanic,Democrat,1,5,R_3014fF6ipE6TGBJ,10,12,2
Grew up middle class,20,Prior history of violent crime,artist,Two kids,Generally Healthy,White,Republican,1,5,R_2YLeLDQ5Q4DyiMV,10,13,2
Grew up upper class,40,Prior history of non-violent crime,artist,No kids,Diabetic,Asian,None specified,0,5,R_2YLeLDQ5Q4DyiMV,10,13,2
Grew up poor,40,Prior history of violent crime,janitor,Two kids,Generally Healthy,Hispanic,Republican,0,7,R_1F9BOJuezHAVnjT,10,12,2
Grew up middle class,70,Prior history of non-violent crime,banker,Two kids,Diabetic,Black,None specified,1,7,R_1F9BOJuezHAVnjT,10,12,2
Grew up upper class,70,None,nurse,Two kids,Physically disabled,Black,Republican,1,7,R_RFbWTjbsX1jdP9f,10,1,2
Grew up poor,40,Prior history of non-violent crime,firefighter,Two kids,Diabetic,Asian,None specified,0,7,R_RFbWTjbsX1jdP9f,10,1,2
